shipment_id,risk_tier,delay_probability,eta,hours_to_sla,origin,destination,carrier,transport_mode,top_risk_factors,action_required,alert_generated_at,alert_type
SHP100183,CRITICAL,1.0,2023-03-03,0,Shanghai,Tokyo,UPS,Rail,"['Weather severity (Storm) [score: 8.4]', 'Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100184,CRITICAL,1.0,2023-08-17,0,Rotterdam,New York,Maersk,Rail,"['Port congestion [score: 10.0]', 'Disruption: Natural Disaster [score: 9.9]', 'Weather severity (Storm) [score: 8.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100185,CRITICAL,1.0,2023-09-07,0,Shanghai,Singapore,Maersk,Rail,"['Disruption: Natural Disaster [score: 10.3]', 'Traffic congestion level (Rail) [score: 4.0]', 'High historical delay rate [score: 3.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100186,CRITICAL,1.0,2023-10-27,0,Rotterdam,New York,XPO Logistics,Rail,"['Disruption: Port Strike [score: 9.2]', 'Port congestion [score: 9.0]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100187,CRITICAL,1.0,2023-05-15,0,Rotterdam,New York,XPO Logistics,Sea,"['Weather severity (Blizzard) [score: 8.6]', 'Traffic congestion level (Sea) [score: 6.0]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100188,CRITICAL,1.0,2024-08-20,0,Dubai,Singapore,Maersk,Air,"['Weather severity (Blizzard) [score: 9.3]', 'Port congestion [score: 4.0]', 'Traffic congestion level (Air) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100189,CRITICAL,1.0,2024-01-04,0,Los Angeles,Chicago,Maersk,Air,"['Port congestion [score: 10.0]', 'Weather severity (Blizzard) [score: 8.7]', 'Disruption: Traffic Jam [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100190,CRITICAL,1.0,2023-02-08,0,Los Angeles,New York,UPS,Sea,"['Port congestion [score: 7.0]', 'High route risk [score: 3.7]', 'Traffic congestion level (Sea) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100191,CRITICAL,1.0,2023-02-02,0,Mumbai,Chicago,UPS,Road,"['Disruption: Port Strike [score: 8.9]', 'Weather severity (Blizzard) [score: 8.8]', 'Traffic congestion level (Road) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100192,CRITICAL,0.9991,2023-02-01,0,Rotterdam,Sydney,XPO Logistics,Air,"['Port congestion [score: 7.0]', 'Weather severity (Fog) [score: 3.5]', 'Traffic congestion level (Air) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100193,CRITICAL,1.0,2024-01-20,0,Dubai,London,DHL,Sea,"['Weather severity (Fog) [score: 4.4]', 'Port congestion [score: 4.0]', 'High route risk [score: 3.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100194,CRITICAL,1.0,2023-01-31,0,Rotterdam,London,DHL,Rail,"['Weather severity (Snow) [score: 6.2]', 'Traffic congestion level (Rail) [score: 4.0]', 'High historical delay rate [score: 3.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100195,CRITICAL,1.0,2023-09-02,0,Dubai,London,FedEx,Air,"['Weather severity (Blizzard) [score: 8.6]', 'Disruption: Equipment Failure [score: 6.2]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100196,CRITICAL,1.0,2023-10-16,0,Hamburg,Chicago,Maersk,Air,"['Disruption: Port Strike [score: 9.3]', 'Customs hold active [score: 8.0]', 'High historical delay rate [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100197,CRITICAL,1.0,2023-06-07,0,Rotterdam,Tokyo,XPO Logistics,Air,"['Disruption: Natural Disaster [score: 9.8]', 'Customs hold active [score: 8.0]', 'High historical delay rate [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100198,CRITICAL,1.0,2023-05-10,0,Los Angeles,Singapore,Maersk,Road,"['Disruption: Natural Disaster [score: 10.4]', 'Traffic congestion level (Road) [score: 8.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100199,CRITICAL,1.0,2024-02-23,0,Rotterdam,London,DHL,Rail,"['Port congestion [score: 10.0]', 'Weather severity (Storm) [score: 8.2]', 'Disruption: Traffic Jam [score: 4.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100200,CRITICAL,1.0,2024-04-01,0,Rotterdam,Chicago,FedEx,Road,"['Customs hold active [score: 8.0]', 'Weather severity (Snow) [score: 6.2]', 'Traffic congestion level (Road) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100201,CRITICAL,1.0,2024-02-19,0,Mumbai,London,Maersk,Road,"['Port congestion [score: 9.0]', 'Traffic congestion level (Road) [score: 8.0]', 'High route risk [score: 4.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100202,CRITICAL,1.0,2024-03-19,0,Mumbai,London,FedEx,Air,"['Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]', 'Disruption: Equipment Failure [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100203,CRITICAL,1.0,2024-06-10,0,Dubai,Sydney,DHL,Road,"['Port congestion [score: 9.0]', 'Disruption: Port Strike [score: 8.6]', 'Traffic congestion level (Road) [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100204,CRITICAL,1.0,2024-05-21,0,Rotterdam,New York,DHL,Road,"['Traffic congestion level (Road) [score: 7.0]', 'High route risk [score: 2.5]', 'Port congestion [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100205,CRITICAL,1.0,2024-07-24,0,Los Angeles,London,DB Schenker,Rail,"['Disruption: Natural Disaster [score: 10.4]', 'Port congestion [score: 9.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100206,CRITICAL,1.0,2023-06-09,0,Mumbai,Sydney,DB Schenker,Road,"['Weather severity (Blizzard) [score: 9.1]', 'Traffic congestion level (Road) [score: 7.0]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100207,CRITICAL,1.0,2023-02-13,0,Dubai,Singapore,DB Schenker,Sea,"['Disruption: Natural Disaster [score: 10.5]', 'Port congestion [score: 9.0]', 'Traffic congestion level (Sea) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100208,CRITICAL,1.0,2023-04-18,0,Hamburg,Sydney,FedEx,Sea,"['Disruption: Port Strike [score: 8.7]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100209,CRITICAL,1.0,2023-05-27,0,Shanghai,Singapore,UPS,Rail,"['Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]', 'Traffic congestion level (Rail) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100210,CRITICAL,1.0,2023-04-21,0,Hamburg,New York,UPS,Road,"['Disruption: Natural Disaster [score: 9.8]', 'Traffic congestion level (Road) [score: 9.0]', 'Weather severity (Snow) [score: 5.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100211,CRITICAL,1.0,2024-10-03,0,Hamburg,Sydney,FedEx,Sea,"['Traffic congestion level (Sea) [score: 5.0]', 'High route risk [score: 4.3]', 'Disruption: Traffic Jam [score: 4.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100212,CRITICAL,1.0,2024-07-26,0,Mumbai,London,XPO Logistics,Air,"['Weather severity (Blizzard) [score: 9.2]', 'Port congestion [score: 5.0]', 'Disruption: Traffic Jam [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100213,CRITICAL,1.0,2024-08-07,0,Shanghai,Sydney,XPO Logistics,Rail,"['Disruption: Natural Disaster [score: 9.8]', 'Port congestion [score: 9.0]', 'Weather severity (Storm) [score: 7.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100214,CRITICAL,1.0,2024-08-27,0,Mumbai,Singapore,DB Schenker,Air,"['Port congestion [score: 9.0]', 'Weather severity (Fog) [score: 4.1]', 'Disruption: Traffic Jam [score: 3.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100215,CRITICAL,1.0,2023-04-14,0,Hamburg,London,Maersk,Road,"['Weather severity (Blizzard) [score: 9.1]', 'Customs hold active [score: 8.0]', 'Traffic congestion level (Road) [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100216,CRITICAL,0.9999,2024-03-18,0,Rotterdam,New York,Maersk,Sea,"['Port congestion [score: 10.0]', 'Disruption: Port Strike [score: 9.2]', 'Traffic congestion level (Sea) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100217,CRITICAL,1.0,2024-01-04,0,Los Angeles,Tokyo,DB Schenker,Air,"['Disruption: Natural Disaster [score: 9.7]', 'Port congestion [score: 9.0]', 'Weather severity (Storm) [score: 8.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100218,CRITICAL,1.0,2024-04-12,0,Los Angeles,London,DB Schenker,Rail,"['Customs hold active [score: 8.0]', 'Port congestion [score: 5.0]', 'Weather severity (Fog) [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100219,CRITICAL,1.0,2024-09-05,0,Shanghai,Chicago,UPS,Sea,"['Disruption: Port Strike [score: 8.6]', 'Port congestion [score: 6.0]', 'Weather severity (Heavy Rain) [score: 4.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100220,CRITICAL,1.0,2023-05-19,0,Mumbai,Singapore,DHL,Sea,"['Disruption: Natural Disaster [score: 9.9]', 'Port congestion [score: 9.0]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100221,CRITICAL,1.0,2024-07-13,0,Mumbai,Singapore,FedEx,Sea,"['Weather severity (Blizzard) [score: 9.1]', 'Disruption: Port Strike [score: 8.9]', 'Port congestion [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100222,CRITICAL,1.0,2023-07-29,0,Hamburg,New York,UPS,Road,"['Traffic congestion level (Road) [score: 8.0]', 'Port congestion [score: 5.0]', 'Disruption: Traffic Jam [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100223,CRITICAL,1.0,2023-03-18,0,Los Angeles,Singapore,Maersk,Air,"['Disruption: Port Strike [score: 8.9]', 'Traffic congestion level (Air) [score: 4.0]', 'High route risk [score: 3.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100224,CRITICAL,1.0,2024-01-09,0,Dubai,Singapore,DB Schenker,Road,"['Weather severity (Blizzard) [score: 9.4]', 'Disruption: Port Strike [score: 8.7]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100225,CRITICAL,1.0,2024-02-04,0,Los Angeles,Sydney,FedEx,Rail,"['Port congestion [score: 7.0]', 'Weather severity (Snow) [score: 5.5]', 'Disruption: Traffic Jam [score: 4.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100226,CRITICAL,1.0,2024-03-27,0,Los Angeles,Tokyo,Maersk,Road,"['Weather severity (Snow) [score: 6.3]', 'Traffic congestion level (Road) [score: 6.0]', 'Disruption: Traffic Jam [score: 3.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100227,CRITICAL,1.0,2024-11-12,0,Dubai,New York,UPS,Rail,"['Disruption: Natural Disaster [score: 9.8]', 'Port congestion [score: 9.0]', 'Traffic congestion level (Rail) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100228,CRITICAL,1.0,2023-02-07,0,Los Angeles,Chicago,XPO Logistics,Road,"['Traffic congestion level (Road) [score: 6.0]', 'Weather severity (Heavy Rain) [score: 5.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100229,CRITICAL,1.0,2024-12-07,0,Hamburg,Tokyo,UPS,Rail,"['Disruption: Natural Disaster [score: 9.5]', 'Weather severity (Storm) [score: 8.3]', 'Port congestion [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100230,CRITICAL,1.0,2024-04-23,0,Dubai,Singapore,DB Schenker,Sea,"['Port congestion [score: 10.0]', 'Disruption: Equipment Failure [score: 5.7]', 'Weather severity (Snow) [score: 5.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100231,CRITICAL,1.0,2024-01-29,0,Dubai,New York,DB Schenker,Road,"['Disruption: Natural Disaster [score: 10.5]', 'Traffic congestion level (Road) [score: 7.0]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100232,CRITICAL,1.0,2024-07-09,0,Dubai,Singapore,UPS,Road,"['Disruption: Natural Disaster [score: 10.5]', 'Traffic congestion level (Road) [score: 9.0]', 'Weather severity (Storm) [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100233,CRITICAL,1.0,2024-12-06,0,Los Angeles,Singapore,XPO Logistics,Road,"['Traffic congestion level (Road) [score: 7.0]', 'Port congestion [score: 7.0]', 'Weather severity (Snow) [score: 5.6]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100234,CRITICAL,1.0,2023-07-11,0,Shanghai,London,UPS,Sea,"['Traffic congestion level (Sea) [score: 6.0]', 'Port congestion [score: 5.0]', 'Disruption: Traffic Jam [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100235,CRITICAL,1.0,2023-04-29,0,Hamburg,Singapore,Maersk,Air,"['Port congestion [score: 9.0]', 'Disruption: Traffic Jam [score: 4.4]', 'High route risk [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100236,CRITICAL,1.0,2024-08-31,0,Hamburg,Chicago,UPS,Rail,"['Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]', 'Disruption: Equipment Failure [score: 6.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100237,CRITICAL,1.0,2024-03-10,0,Hamburg,Singapore,Maersk,Rail,"['Disruption: Port Strike [score: 8.9]', 'Port congestion [score: 8.0]', 'Weather severity (Heavy Rain) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100238,CRITICAL,1.0,2023-02-03,0,Shanghai,Sydney,FedEx,Sea,"['Disruption: Port Strike [score: 9.3]', 'Weather severity (Heavy Rain) [score: 5.0]', 'Traffic congestion level (Sea) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100239,CRITICAL,1.0,2023-11-12,0,Dubai,New York,UPS,Air,"['Disruption: Natural Disaster [score: 9.6]', 'Weather severity (Snow) [score: 6.0]', 'High historical delay rate [score: 3.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100240,CRITICAL,1.0,2023-03-11,0,Mumbai,Chicago,FedEx,Sea,"['Weather severity (Heavy Rain) [score: 5.1]', 'Disruption: Traffic Jam [score: 4.5]', 'Traffic congestion level (Sea) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100241,CRITICAL,1.0,2023-06-12,0,Shanghai,Chicago,UPS,Road,"['Weather severity (Storm) [score: 8.3]', 'Traffic congestion level (Road) [score: 7.0]', 'High route risk [score: 3.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100242,CRITICAL,1.0,2023-11-08,0,Shanghai,Singapore,XPO Logistics,Sea,"['Weather severity (Snow) [score: 6.1]', 'Traffic congestion level (Sea) [score: 6.0]', 'High route risk [score: 2.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100243,CRITICAL,1.0,2023-06-02,0,Hamburg,Tokyo,XPO Logistics,Sea,"['Disruption: Natural Disaster [score: 10.2]', 'Traffic congestion level (Sea) [score: 6.0]', 'Weather severity (Heavy Rain) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100244,CRITICAL,1.0,2024-03-25,0,Dubai,New York,DB Schenker,Road,"['Disruption: Natural Disaster [score: 10.2]', 'Traffic congestion level (Road) [score: 9.0]', 'Port congestion [score: 9.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100245,CRITICAL,1.0,2024-05-13,0,Shanghai,Chicago,Maersk,Sea,"['Weather severity (Blizzard) [score: 8.7]', 'Port congestion [score: 6.0]', 'High historical delay rate [score: 3.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100246,CRITICAL,1.0,2023-12-28,0,Dubai,London,DB Schenker,Rail,"['Port congestion [score: 9.0]', 'Customs hold active [score: 8.0]', 'Disruption: Equipment Failure [score: 6.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100247,CRITICAL,1.0,2023-04-28,0,Rotterdam,Tokyo,UPS,Rail,"['Weather severity (Blizzard) [score: 8.9]', 'Disruption: Port Strike [score: 8.8]', 'Traffic congestion level (Rail) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100248,CRITICAL,1.0,2023-04-01,0,Dubai,New York,DHL,Air,"['Weather severity (Storm) [score: 8.3]', 'Traffic congestion level (Air) [score: 4.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100249,CRITICAL,1.0,2024-06-02,0,Dubai,Tokyo,DHL,Sea,"['Disruption: Natural Disaster [score: 10.0]', 'Port congestion [score: 9.0]', 'Weather severity (Snow) [score: 6.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100250,CRITICAL,1.0,2023-03-22,0,Dubai,London,Maersk,Air,"['Port congestion [score: 8.0]', 'Disruption: Equipment Failure [score: 6.2]', 'Weather severity (Heavy Rain) [score: 4.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100251,CRITICAL,1.0,2023-09-08,0,Hamburg,Sydney,DB Schenker,Rail,"['Disruption: Natural Disaster [score: 9.8]', 'Customs hold active [score: 8.0]', 'Weather severity (Heavy Rain) [score: 5.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100252,CRITICAL,1.0,2024-06-30,0,Dubai,New York,XPO Logistics,Air,"['Disruption: Natural Disaster [score: 10.1]', 'Port congestion [score: 7.0]', 'High route risk [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100253,CRITICAL,1.0,2024-07-20,0,Dubai,London,UPS,Sea,"['Disruption: Natural Disaster [score: 9.9]', 'Weather severity (Blizzard) [score: 8.9]', 'Traffic congestion level (Sea) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100254,CRITICAL,0.9999,2024-05-29,0,Los Angeles,London,Maersk,Air,"['Port congestion [score: 9.0]', 'Weather severity (Fog) [score: 4.0]', 'High route risk [score: 2.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100255,CRITICAL,1.0,2024-09-07,0,Shanghai,New York,UPS,Air,"['Port congestion [score: 7.0]', 'High route risk [score: 3.5]', 'Traffic congestion level (Air) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100256,CRITICAL,1.0,2023-07-08,0,Los Angeles,New York,FedEx,Rail,"['Disruption: Natural Disaster [score: 10.4]', 'Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100257,CRITICAL,1.0,2024-03-11,0,Rotterdam,London,Maersk,Rail,"['Port congestion [score: 7.0]', 'Weather severity (Snow) [score: 6.3]', 'Disruption: Traffic Jam [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100258,CRITICAL,1.0,2024-07-04,0,Rotterdam,Singapore,FedEx,Sea,"['Disruption: Natural Disaster [score: 9.7]', 'Weather severity (Storm) [score: 8.4]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100259,CRITICAL,1.0,2023-11-07,0,Rotterdam,Tokyo,DB Schenker,Rail,"['Weather severity (Blizzard) [score: 9.0]', 'High historical delay rate [score: 2.8]', 'Traffic congestion level (Rail) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100260,CRITICAL,1.0,2023-03-07,0,Shanghai,Chicago,DB Schenker,Air,"['Disruption: Natural Disaster [score: 9.8]', 'Port congestion [score: 5.0]', 'Traffic congestion level (Air) [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100261,CRITICAL,1.0,2024-05-30,0,Shanghai,New York,DB Schenker,Road,"['Disruption: Natural Disaster [score: 9.7]', 'Weather severity (Blizzard) [score: 9.4]', 'Traffic congestion level (Road) [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100262,CRITICAL,1.0,2023-01-18,0,Rotterdam,London,Maersk,Rail,"['Weather severity (Heavy Rain) [score: 5.0]', 'Disruption: Traffic Jam [score: 4.1]', 'High historical delay rate [score: 2.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100263,CRITICAL,1.0,2023-06-08,0,Shanghai,New York,UPS,Road,"['Disruption: Port Strike [score: 8.7]', 'Traffic congestion level (Road) [score: 6.0]', 'Weather severity (Heavy Rain) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100264,CRITICAL,1.0,2023-01-07,0,Hamburg,Chicago,DB Schenker,Air,"['Weather severity (Blizzard) [score: 9.4]', 'Port congestion [score: 4.0]', 'High route risk [score: 3.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100265,CRITICAL,1.0,2024-08-05,0,Shanghai,New York,XPO Logistics,Road,"['Disruption: Equipment Failure [score: 6.2]', 'Traffic congestion level (Road) [score: 6.0]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100266,CRITICAL,1.0,2023-02-21,0,Shanghai,Tokyo,FedEx,Rail,"['Disruption: Natural Disaster [score: 9.9]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100267,CRITICAL,1.0,2023-12-16,0,Rotterdam,Chicago,Maersk,Rail,"['Disruption: Natural Disaster [score: 10.1]', 'Port congestion [score: 9.0]', 'Weather severity (Fog) [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100268,CRITICAL,1.0,2023-10-09,0,Shanghai,Sydney,DB Schenker,Air,"['Weather severity (Storm) [score: 8.2]', 'Disruption: Equipment Failure [score: 6.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100269,CRITICAL,1.0,2024-05-10,0,Shanghai,London,FedEx,Air,"['Weather severity (Storm) [score: 8.3]', 'Port congestion [score: 7.0]', 'Disruption: Equipment Failure [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100270,CRITICAL,1.0,2024-01-04,0,Hamburg,Chicago,DB Schenker,Rail,"['Disruption: Natural Disaster [score: 9.9]', 'Weather severity (Storm) [score: 8.4]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100271,CRITICAL,1.0,2023-01-27,0,Mumbai,Sydney,FedEx,Rail,"['Customs hold active [score: 8.0]', 'Weather severity (Storm) [score: 8.0]', 'Traffic congestion level (Rail) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100272,CRITICAL,1.0,2024-11-05,0,Los Angeles,New York,XPO Logistics,Rail,"['Customs hold active [score: 8.0]', 'Disruption: Equipment Failure [score: 5.8]', 'Traffic congestion level (Rail) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100273,CRITICAL,1.0,2023-12-09,0,Mumbai,Sydney,Maersk,Road,"['Disruption: Port Strike [score: 9.1]', 'Port congestion [score: 8.0]', 'Weather severity (Storm) [score: 7.7]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100274,CRITICAL,1.0,2024-09-03,0,Mumbai,Sydney,DB Schenker,Road,"['Traffic congestion level (Road) [score: 7.0]', 'Port congestion [score: 6.0]', 'Weather severity (Heavy Rain) [score: 5.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
