shipment_id,risk_tier,delay_probability,primary_action,primary_description,fallback_action,cost_impact,estimated_time_saving,sla_impact,confidence,reasoning
SHP100203,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100204,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100205,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100206,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100207,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100208,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100209,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100210,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100211,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100212,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100213,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100214,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 9/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100215,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100216,CRITICAL,0.9999,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100217,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100218,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100219,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100220,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100221,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100222,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100223,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100224,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100225,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100226,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100227,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100228,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100229,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100230,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100231,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100232,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100233,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100234,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100235,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 9/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100236,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100237,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100238,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100239,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100240,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100241,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100242,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100243,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100244,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100245,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100246,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100247,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100248,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100249,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100250,CRITICAL,1.0,Assign Alternative Carrier,Transfer the shipment to a more reliable carrier with available capacity on the same route.,Send Pre-Alert to Customer,Medium-High,6–24 hours,Medium,High,"['Carrier reliability (84%) below threshold; swap to higher-rated carrier.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100251,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100252,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100253,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100254,CRITICAL,0.9999,Assign Alternative Carrier,Transfer the shipment to a more reliable carrier with available capacity on the same route.,Send Pre-Alert to Customer,Medium-High,6–24 hours,Medium,High,"['Carrier reliability (84%) below threshold; swap to higher-rated carrier.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100255,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 7/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100256,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100257,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100258,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100259,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100260,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Natural Disaster) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100261,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100262,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100263,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100264,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100265,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100266,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100267,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100268,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100269,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 7/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100270,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100271,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100272,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100273,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100274,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100275,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100276,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100277,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 7/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100278,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100279,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100280,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 7/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100281,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100282,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100283,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100284,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100285,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100286,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100287,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100288,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100289,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100290,CRITICAL,0.9999,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['General elevated risk; priority handling advised as first response.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100291,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100292,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100293,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 9/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100294,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100295,CRITICAL,1.0,Priority / Express Handling,"Flag for expedited processing at next handling point (customs, warehouse, port).",Send Pre-Alert to Customer,Low-Medium,4–12 hours,Medium,High,"['Port congestion score 8/10; priority slot reduces wait time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100296,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100297,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100298,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100299,CRITICAL,1.0,Reroute Shipment,Divert the shipment to an alternative transit path that avoids the disrupted corridor.,Assign Alternative Carrier,Medium,12–48 hours,High,High,"['Active disruption (Port Strike) blocking current route.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100300,CRITICAL,1.0,Expedite Customs Clearance,Engage customs broker for accelerated clearance to prevent dwell time accumulation.,Priority / Express Handling,Low,8–24 hours,Medium-High,High,"['Customs clearance flag active; broker escalation cuts dwell time.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100301,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100302,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
SHP100303,CRITICAL,1.0,Upgrade to Air Freight,Switch from Sea/Road/Rail to Air freight to recover time against SLA.,Send Pre-Alert to Customer,High,24–96 hours,Very High,High,"['SLA breach imminent (0h); air freight fastest recovery.', 'Customer pre-alert recommended to manage expectations proactively.']"
