shipment_id,origin,destination,carrier,transport_mode,shipment_date,planned_eta,planned_transit_days,days_in_transit,shipment_status,package_weight_kg,num_stops,customs_clearance_flag,weather_condition,weather_severity_score,traffic_congestion_level,port_congestion_score,disruption_type,disruption_impact_score,carrier_reliability_score,historical_delay_rate,route_risk_score,delay_probability,is_delayed,actual_delay_hours
SHP103695,Rotterdam,Sydney,XPO Logistics,Sea,2024-05-19,2024-06-14,26,14,In Transit,1645.16,3,1,Snow,5.94,5,2,Equipment Failure,5.78,0.849,0.294,0.37,1.0,1,52.9
SHP103696,Mumbai,Chicago,DB Schenker,Rail,2023-02-10,2023-02-24,14,12,Out for Delivery,4289.05,5,0,Heavy Rain,4.63,2,9,Port Strike,8.51,0.838,0.04,0.26,0.9348,1,44.5
SHP103697,Los Angeles,Sydney,DB Schenker,Rail,2024-11-02,2024-11-15,13,7,Customs Hold,4663.67,1,0,Clear,0.0,5,7,Equipment Failure,6.05,0.87,0.23,0.14,0.7182,1,4.6
SHP103698,Rotterdam,Singapore,DB Schenker,Rail,2023-03-05,2023-03-13,8,6,Out for Delivery,3995.5,1,0,Blizzard,8.92,2,9,Natural Disaster,10.49,0.842,0.192,0.21,1.0,1,53.7
SHP103699,Los Angeles,New York,FedEx,Sea,2023-05-26,2023-06-27,32,2,Delayed,2653.5,3,0,Blizzard,8.7,5,1,Traffic Jam,4.35,0.892,0.221,0.2,0.8884,1,27.1
SHP103700,Los Angeles,Sydney,FedEx,Rail,2023-12-16,2023-12-27,11,12,At Port,3210.22,1,0,Snow,5.87,2,9,Equipment Failure,6.14,0.924,0.158,0.39,0.9909,1,92.6
SHP103701,Rotterdam,Chicago,DHL,Road,2023-06-21,2023-07-01,10,14,In Transit,2533.99,2,0,Blizzard,8.9,8,2,Natural Disaster,9.51,0.876,0.349,0.2,1.0,1,30.4
SHP103702,Rotterdam,London,FedEx,Rail,2023-01-24,2023-02-08,15,19,Customs Hold,4349.34,5,0,Blizzard,8.71,5,2,None,0.08,0.932,0.223,0.32,0.8905,1,17.6
SHP103703,Los Angeles,Tokyo,UPS,Road,2024-09-18,2024-09-27,9,9,In Transit,2795.77,3,0,Storm,8.47,6,9,Traffic Jam,4.23,0.884,0.374,0.25,1.0,1,84.4
SHP103704,Shanghai,New York,FedEx,Road,2024-09-02,2024-09-09,7,9,At Port,1879.5,2,0,Snow,6.42,7,3,Natural Disaster,9.82,0.906,0.144,0.35,1.0,1,42.6
SHP103705,Los Angeles,London,Maersk,Rail,2024-07-02,2024-07-12,10,15,In Transit,4008.79,1,0,Heavy Rain,5.24,5,4,Natural Disaster,10.43,0.863,0.25,0.28,1.0,1,33.8
SHP103706,Mumbai,Singapore,XPO Logistics,Road,2024-11-05,2024-11-13,8,2,Delayed,204.07,5,0,Storm,7.78,6,3,Equipment Failure,5.85,0.818,0.077,0.32,1.0,1,57.1
SHP103707,Rotterdam,New York,DHL,Road,2023-09-13,2023-09-20,7,12,Customs Hold,2565.02,4,1,Heavy Rain,4.8,9,3,Port Strike,9.0,0.885,0.323,0.27,1.0,1,34.5
SHP103708,Los Angeles,Singapore,FedEx,Road,2023-08-31,2023-09-07,7,10,Customs Hold,4792.48,1,0,Fog,3.92,8,9,Traffic Jam,3.54,0.925,0.253,0.16,0.8492,1,65.0
SHP103709,Hamburg,New York,XPO Logistics,Road,2024-07-02,2024-07-07,5,10,Out for Delivery,444.4,2,0,Rain,2.03,7,6,Natural Disaster,10.34,0.798,0.265,0.29,1.0,1,47.1
SHP103710,Dubai,Chicago,UPS,Rail,2023-01-25,2023-02-01,7,1,Delayed,4467.35,2,0,Storm,7.69,2,1,Natural Disaster,10.5,0.936,0.22,0.21,0.9596,1,88.0
SHP103711,Shanghai,Sydney,DB Schenker,Rail,2023-03-20,2023-04-02,13,17,At Port,2670.27,3,0,Heavy Rain,5.46,5,8,Traffic Jam,4.44,0.869,0.397,0.43,1.0,1,57.0
SHP103712,Mumbai,Sydney,UPS,Road,2024-07-08,2024-07-15,7,11,Out for Delivery,3819.11,3,0,Rain,2.13,6,6,Port Strike,8.59,0.925,0.08,0.3,1.0,1,51.6
SHP103713,Hamburg,Chicago,UPS,Sea,2023-07-07,2023-08-08,32,5,Out for Delivery,2369.69,4,1,Fog,3.68,3,2,Natural Disaster,9.82,0.893,0.373,0.19,0.8797,1,26.0
SHP103714,Dubai,Chicago,Maersk,Rail,2023-02-15,2023-02-26,11,9,Customs Hold,1397.59,4,0,Blizzard,9.11,4,4,Port Strike,8.94,0.867,0.225,0.44,1.0,1,63.7
SHP103715,Dubai,Chicago,FedEx,Rail,2024-09-06,2024-09-18,12,3,Customs Hold,3477.4,1,0,Snow,6.23,4,6,None,0.36,0.902,0.04,0.15,0.575,1,19.0
SHP103716,Rotterdam,Sydney,DHL,Rail,2024-08-22,2024-08-31,9,4,In Transit,387.27,5,1,Clear,0.29,2,3,Equipment Failure,5.56,0.874,0.061,0.31,0.6634,1,53.1
SHP103717,Los Angeles,London,Maersk,Road,2024-04-07,2024-04-14,7,6,In Transit,2653.76,1,0,Clear,0.07,6,8,None,0.0,0.874,0.06,0.18,0.5436,1,23.6
SHP103718,Hamburg,New York,DHL,Road,2023-04-19,2023-04-24,5,10,Delayed,1372.83,1,0,Fog,3.98,6,8,Port Strike,8.89,0.862,0.164,0.28,1.0,1,38.8
SHP103719,Dubai,London,DHL,Air,2024-11-26,2024-11-29,3,3,In Transit,3326.3,5,1,Clear,0.31,4,9,Natural Disaster,9.58,0.896,0.215,0.15,0.8183,1,60.6
SHP103720,Los Angeles,New York,UPS,Rail,2023-12-07,2023-12-14,7,3,Customs Hold,1708.69,4,0,Snow,5.92,2,7,Natural Disaster,9.61,0.918,0.168,0.3,0.9506,1,77.8
SHP103721,Los Angeles,Sydney,DHL,Road,2023-07-21,2023-07-24,3,2,Out for Delivery,4049.14,4,1,Heavy Rain,4.9,8,10,Traffic Jam,3.74,0.868,0.2,0.13,0.8164,1,28.7
SHP103722,Los Angeles,Tokyo,DB Schenker,Air,2023-05-30,2023-06-02,3,7,Out for Delivery,1585.63,5,0,Rain,2.17,4,8,None,0.0,0.865,0.323,0.25,0.9943,1,35.5
SHP103723,Mumbai,Sydney,FedEx,Road,2024-09-21,2024-09-30,9,13,At Port,3266.56,3,0,Storm,7.89,6,10,Equipment Failure,5.63,0.911,0.214,0.3,1.0,1,42.3
SHP103724,Los Angeles,Chicago,DB Schenker,Rail,2024-06-21,2024-07-06,15,16,Customs Hold,2530.26,3,0,Clear,0.0,4,10,Equipment Failure,5.94,0.899,0.294,0.14,0.758,1,27.3
SHP103725,Dubai,New York,UPS,Road,2024-11-09,2024-11-14,5,5,At Port,1348.22,5,0,Clear,0.0,6,9,Traffic Jam,3.62,0.927,0.393,0.42,1.0,1,75.6
SHP103726,Rotterdam,Chicago,FedEx,Air,2023-02-17,2023-02-22,5,2,Out for Delivery,4265.36,2,0,Clear,0.31,1,4,None,0.0,0.913,0.313,0.2,0.5505,1,51.6
SHP103727,Hamburg,Sydney,FedEx,Air,2024-03-28,2024-03-31,3,5,At Port,4451.48,2,1,Rain,2.18,4,7,Equipment Failure,5.56,0.904,0.284,0.36,1.0,1,73.7
SHP103728,Los Angeles,Chicago,FedEx,Air,2024-07-17,2024-07-19,2,4,In Transit,3744.15,5,0,Snow,6.48,1,4,Traffic Jam,4.43,0.939,0.392,0.13,0.9343,1,14.1
SHP103729,Mumbai,London,XPO Logistics,Sea,2024-02-16,2024-03-20,33,3,In Transit,2086.36,1,0,Blizzard,9.21,3,4,Equipment Failure,5.84,0.826,0.242,0.3,1.0,1,43.9
SHP103730,Los Angeles,Singapore,UPS,Rail,2023-11-16,2023-11-26,10,12,Out for Delivery,67.29,2,0,Blizzard,9.36,4,10,None,0.41,0.885,0.131,0.38,1.0,1,28.1
SHP103731,Rotterdam,London,FedEx,Sea,2023-07-22,2023-08-14,23,17,Out for Delivery,2721.03,4,0,Storm,7.82,5,2,Port Strike,8.94,0.899,0.31,0.14,0.9949,1,52.6
SHP103732,Los Angeles,Chicago,Maersk,Sea,2023-10-05,2023-10-29,24,13,At Port,1420.24,4,0,Heavy Rain,4.9,3,1,Natural Disaster,9.69,0.845,0.182,0.12,0.9479,1,83.3
SHP103733,Rotterdam,Chicago,DB Schenker,Air,2023-12-20,2023-12-22,2,1,At Port,3017.35,3,0,Clear,0.35,4,2,Natural Disaster,9.91,0.853,0.36,0.2,1.0,1,75.0
SHP103734,Mumbai,Chicago,DB Schenker,Sea,2024-02-25,2024-03-27,31,24,In Transit,4028.95,2,0,Clear,0.0,4,7,None,0.22,0.887,0.385,0.22,0.6718,1,38.4
SHP103735,Mumbai,Chicago,DHL,Air,2024-02-21,2024-02-23,2,5,At Port,3805.37,3,1,Rain,2.02,4,9,None,0.0,0.897,0.217,0.29,0.832,1,58.1
SHP103736,Dubai,Sydney,Maersk,Road,2023-12-20,2023-12-26,6,2,In Transit,4079.9,4,1,Rain,2.11,9,9,Traffic Jam,4.26,0.84,0.345,0.33,1.0,1,86.2
SHP103737,Los Angeles,London,DHL,Air,2023-12-09,2023-12-11,2,0,Customs Hold,2415.02,5,1,Heavy Rain,5.41,1,2,Traffic Jam,3.76,0.887,0.266,0.15,0.6554,1,33.7
SHP103738,Rotterdam,London,DB Schenker,Rail,2023-04-28,2023-05-11,13,17,At Port,4952.1,3,0,Storm,7.59,4,9,Natural Disaster,10.47,0.907,0.261,0.14,1.0,1,38.4
SHP103739,Hamburg,Sydney,UPS,Air,2024-05-11,2024-05-15,4,9,Out for Delivery,2489.28,5,0,Blizzard,9.08,2,1,None,0.0,0.928,0.169,0.42,1.0,1,93.0
SHP103740,Rotterdam,New York,Maersk,Rail,2023-11-15,2023-11-24,9,0,Delayed,4477.79,4,0,Blizzard,9.26,4,6,Natural Disaster,10.32,0.853,0.345,0.37,1.0,1,70.2
SHP103741,Hamburg,Chicago,UPS,Rail,2023-12-12,2023-12-24,12,1,In Transit,3040.88,1,0,Rain,2.05,4,6,None,0.05,0.894,0.33,0.37,0.7248,1,12.9
SHP103742,Shanghai,Sydney,XPO Logistics,Sea,2024-01-30,2024-03-02,32,30,In Transit,2682.49,4,0,Storm,8.41,3,8,Natural Disaster,9.53,0.808,0.066,0.39,1.0,1,33.5
SHP103743,Los Angeles,New York,XPO Logistics,Rail,2023-07-27,2023-08-06,10,7,In Transit,1398.89,2,1,Rain,1.83,4,2,None,0.21,0.833,0.063,0.17,0.5612,1,47.8
SHP103744,Hamburg,London,Maersk,Road,2023-12-02,2023-12-06,4,3,At Port,1343.81,3,0,Fog,3.52,6,8,Port Strike,9.18,0.816,0.218,0.1,0.9286,1,14.9
SHP103745,Hamburg,Sydney,Maersk,Sea,2024-02-05,2024-03-11,35,1,Delayed,909.55,3,0,Snow,6.38,5,5,Equipment Failure,6.23,0.831,0.391,0.15,0.952,1,27.5
SHP103746,Shanghai,New York,UPS,Air,2024-07-13,2024-07-18,5,5,Delayed,3248.59,3,0,Rain,1.89,4,6,Equipment Failure,5.52,0.902,0.308,0.35,0.9564,1,75.5
SHP103747,Mumbai,New York,FedEx,Road,2024-07-24,2024-08-02,9,1,Customs Hold,4792.66,5,0,Rain,2.12,7,8,Traffic Jam,3.95,0.921,0.243,0.23,0.7434,1,46.5
SHP103748,Shanghai,London,XPO Logistics,Rail,2023-10-27,2023-11-03,7,7,In Transit,2238.47,5,0,Fog,3.66,3,4,Port Strike,8.89,0.836,0.191,0.34,1.0,1,91.3
SHP103749,Shanghai,Sydney,XPO Logistics,Sea,2023-09-18,2023-10-17,29,17,In Transit,541.5,1,0,Heavy Rain,5.43,4,5,None,0.0,0.802,0.044,0.37,0.8829,1,36.8
SHP103750,Hamburg,Sydney,DHL,Sea,2024-07-01,2024-07-20,19,11,At Port,3540.76,4,0,Blizzard,8.87,5,7,Natural Disaster,10.16,0.896,0.036,0.32,1.0,1,16.6
SHP103751,Hamburg,London,XPO Logistics,Road,2024-01-15,2024-01-21,6,7,Out for Delivery,4625.72,2,1,Rain,1.7,8,5,Natural Disaster,10.02,0.776,0.37,0.1,1.0,1,76.2
SHP103752,Los Angeles,Singapore,DB Schenker,Road,2023-04-16,2023-04-23,7,11,Out for Delivery,1367.55,5,1,Clear,0.36,6,9,Port Strike,9.19,0.887,0.35,0.17,1.0,1,88.6
SHP103753,Dubai,Singapore,UPS,Air,2024-04-09,2024-04-13,4,1,Customs Hold,3609.44,2,0,Snow,6.07,1,10,Equipment Failure,6.04,0.929,0.373,0.15,0.8274,1,44.8
SHP103754,Shanghai,New York,Maersk,Air,2024-05-20,2024-05-22,2,5,In Transit,2866.04,1,0,Fog,4.13,2,1,Natural Disaster,10.24,0.837,0.229,0.35,1.0,1,43.7
SHP103755,Hamburg,Chicago,Maersk,Air,2023-06-07,2023-06-10,3,1,Delayed,4197.16,1,0,Clear,0.17,4,6,Port Strike,8.57,0.808,0.042,0.25,0.8275,1,57.4
SHP103756,Rotterdam,London,DHL,Road,2023-03-25,2023-03-31,6,8,Out for Delivery,53.94,3,0,Clear,0.0,8,3,Port Strike,8.67,0.89,0.35,0.25,1.0,1,74.1
SHP103757,Shanghai,Sydney,UPS,Sea,2023-10-16,2023-11-18,33,12,Out for Delivery,3410.42,1,0,Fog,3.71,6,9,None,0.0,0.914,0.082,0.41,0.6467,1,50.1
SHP103758,Shanghai,Tokyo,DHL,Road,2024-10-09,2024-10-19,10,0,Out for Delivery,2169.27,1,0,Clear,0.24,9,2,Equipment Failure,5.98,0.911,0.209,0.42,0.9316,1,16.1
SHP103759,Los Angeles,Chicago,DHL,Rail,2024-10-21,2024-10-31,10,1,Delayed,3967.74,1,0,Heavy Rain,4.95,5,4,Port Strike,8.86,0.86,0.193,0.36,1.0,1,66.8
SHP103760,Rotterdam,New York,DHL,Air,2024-01-24,2024-01-26,2,4,Customs Hold,1877.0,3,0,Rain,2.38,2,5,Equipment Failure,6.47,0.948,0.071,0.16,0.685,1,42.3
SHP103761,Dubai,London,XPO Logistics,Sea,2023-04-16,2023-05-16,30,12,Delayed,2163.01,5,0,Storm,8.49,5,5,Equipment Failure,6.12,0.866,0.118,0.37,1.0,1,54.1
SHP103762,Los Angeles,Sydney,FedEx,Rail,2024-08-09,2024-08-22,13,9,Delayed,407.9,5,0,Heavy Rain,5.29,2,1,Natural Disaster,10.01,0.905,0.248,0.31,0.9911,1,10.6
SHP103763,Mumbai,Singapore,UPS,Air,2024-10-28,2024-11-02,5,10,Customs Hold,2275.13,3,0,Rain,2.2,3,10,Traffic Jam,3.82,0.895,0.134,0.43,0.9338,1,52.8
SHP103764,Mumbai,New York,XPO Logistics,Road,2023-02-16,2023-02-25,9,1,At Port,1523.43,1,0,Blizzard,8.96,6,4,Natural Disaster,9.89,0.85,0.297,0.31,1.0,1,20.0
SHP103765,Mumbai,Chicago,UPS,Rail,2023-06-08,2023-06-16,8,5,In Transit,1753.45,1,1,Heavy Rain,4.53,4,10,None,0.0,0.9,0.34,0.33,0.8502,1,16.6
SHP103766,Hamburg,Chicago,Maersk,Sea,2024-09-07,2024-10-06,29,9,At Port,246.35,4,1,Heavy Rain,4.87,3,2,Natural Disaster,10.42,0.833,0.041,0.31,1.0,1,53.9
SHP103767,Hamburg,Singapore,FedEx,Air,2023-09-04,2023-09-09,5,5,Delayed,1771.22,2,1,Storm,8.2,1,8,Traffic Jam,4.15,0.934,0.086,0.27,0.8223,1,12.9
SHP103768,Hamburg,Singapore,DHL,Rail,2024-10-29,2024-11-11,13,14,Out for Delivery,1019.07,5,0,Heavy Rain,5.45,4,5,Port Strike,8.54,0.877,0.034,0.33,1.0,1,48.4
SHP103769,Hamburg,Singapore,FedEx,Air,2024-11-24,2024-11-29,5,0,At Port,4864.08,3,1,Storm,7.97,2,2,Traffic Jam,3.76,0.914,0.098,0.32,0.8288,1,36.2
SHP103770,Dubai,Chicago,DHL,Sea,2024-10-07,2024-11-01,25,30,Delayed,4917.8,3,0,Rain,1.78,5,9,None,0.44,0.913,0.203,0.37,0.8081,1,51.3
SHP103771,Dubai,Singapore,DB Schenker,Rail,2023-08-13,2023-08-22,9,7,Out for Delivery,1455.58,1,0,Fog,3.87,3,6,Equipment Failure,5.88,0.893,0.321,0.15,0.7977,1,74.9
SHP103772,Los Angeles,Chicago,UPS,Rail,2024-10-10,2024-10-18,8,6,Delayed,3445.05,2,0,Snow,6.28,3,2,None,0.07,0.914,0.211,0.42,0.8708,1,8.7
SHP103773,Dubai,Sydney,DHL,Road,2023-07-05,2023-07-13,8,4,Delayed,2443.19,1,1,Heavy Rain,5.39,7,2,Port Strike,9.07,0.88,0.034,0.35,1.0,1,54.2
SHP103774,Los Angeles,New York,UPS,Road,2024-01-01,2024-01-06,5,8,In Transit,2308.96,2,0,Snow,5.55,6,5,Equipment Failure,6.41,0.887,0.11,0.14,0.9335,1,61.9
SHP103775,Los Angeles,London,DB Schenker,Sea,2023-10-30,2023-11-23,24,10,In Transit,274.96,2,1,Snow,5.59,3,10,Traffic Jam,4.35,0.894,0.249,0.14,0.8023,1,7.6
SHP103776,Mumbai,Sydney,XPO Logistics,Sea,2023-07-16,2023-08-09,24,11,At Port,3438.47,5,0,Storm,8.09,6,9,Traffic Jam,4.49,0.794,0.298,0.3,1.0,1,36.8
SHP103777,Rotterdam,Sydney,XPO Logistics,Sea,2023-09-26,2023-10-19,23,1,Customs Hold,3168.98,5,1,Fog,3.68,6,4,Equipment Failure,6.05,0.793,0.112,0.32,0.9697,1,58.8
SHP103778,Dubai,Tokyo,FedEx,Rail,2024-06-23,2024-07-08,15,19,At Port,2598.32,2,1,Rain,1.71,4,3,Equipment Failure,6.21,0.913,0.265,0.2,0.8331,1,75.1
SHP103779,Hamburg,Singapore,DHL,Rail,2023-03-05,2023-03-17,12,12,At Port,1416.63,1,1,Fog,4.03,5,8,Natural Disaster,10.25,0.872,0.237,0.34,1.0,1,83.2
SHP103780,Dubai,London,DHL,Rail,2023-01-17,2023-01-24,7,12,Delayed,1626.01,5,0,Heavy Rain,4.76,4,10,Traffic Jam,3.9,0.877,0.068,0.1,0.7408,1,25.2
SHP103781,Los Angeles,Sydney,DB Schenker,Sea,2024-05-08,2024-05-31,23,18,At Port,1094.62,3,0,Snow,5.64,3,9,Equipment Failure,6.04,0.913,0.233,0.14,0.7628,1,45.9
SHP103782,Dubai,London,DB Schenker,Road,2024-01-31,2024-02-08,8,5,Delayed,127.3,1,1,Snow,5.56,6,9,Equipment Failure,5.54,0.904,0.11,0.12,0.7036,1,21.5
SHP103783,Shanghai,London,Maersk,Air,2023-04-02,2023-04-04,2,0,In Transit,4750.96,4,0,Blizzard,9.09,3,5,Equipment Failure,6.23,0.824,0.306,0.38,1.0,1,94.2
SHP103784,Mumbai,Chicago,Maersk,Road,2023-09-06,2023-09-10,4,6,In Transit,2501.29,4,0,Storm,8.22,8,1,Natural Disaster,10.28,0.86,0.025,0.37,1.0,1,34.0
SHP103785,Mumbai,New York,DHL,Rail,2023-03-24,2023-04-01,8,5,At Port,1852.81,1,0,Clear,0.0,4,4,None,0.0,0.913,0.355,0.21,0.615,1,57.8
SHP103786,Hamburg,Singapore,XPO Logistics,Road,2023-06-01,2023-06-05,4,7,Customs Hold,4723.85,1,0,Blizzard,8.81,7,1,Port Strike,9.29,0.861,0.04,0.31,1.0,1,52.1
SHP103787,Shanghai,New York,XPO Logistics,Rail,2023-09-24,2023-10-08,14,18,Customs Hold,427.31,5,0,Blizzard,8.9,2,7,Port Strike,9.34,0.823,0.397,0.35,1.0,1,29.7
SHP103788,Hamburg,Chicago,DHL,Air,2024-06-04,2024-06-06,2,1,At Port,2239.16,4,1,Storm,8.15,1,10,Equipment Failure,5.87,0.853,0.063,0.43,1.0,1,32.8
SHP103789,Los Angeles,London,XPO Logistics,Road,2023-05-26,2023-06-01,6,9,Delayed,669.25,1,0,Snow,5.51,9,3,Equipment Failure,5.81,0.844,0.374,0.32,1.0,1,43.9
SHP103790,Hamburg,Chicago,XPO Logistics,Road,2023-05-28,2023-06-02,5,2,At Port,880.95,2,0,Blizzard,9.42,6,5,Traffic Jam,4.16,0.818,0.152,0.2,0.9156,1,21.0
SHP103791,Mumbai,Chicago,FedEx,Rail,2023-10-09,2023-10-22,13,7,Delayed,3057.48,4,1,Rain,2.02,4,1,Port Strike,9.12,0.943,0.03,0.21,0.805,1,32.0
SHP103792,Dubai,Tokyo,DHL,Road,2024-09-01,2024-09-11,10,8,Delayed,1472.47,4,0,Rain,1.54,9,2,Traffic Jam,3.76,0.924,0.253,0.3,0.8784,1,62.1
SHP103793,Dubai,Sydney,FedEx,Air,2024-01-10,2024-01-12,2,7,Out for Delivery,1893.75,4,0,Clear,0.44,4,9,Traffic Jam,3.65,0.902,0.332,0.13,0.9668,1,40.1
SHP103794,Shanghai,Chicago,FedEx,Air,2023-06-18,2023-06-21,3,3,At Port,3742.56,4,1,Storm,7.54,4,2,Port Strike,9.13,0.9,0.1,0.12,0.9162,1,49.0
SHP103795,Hamburg,London,XPO Logistics,Sea,2023-11-10,2023-12-15,35,36,Customs Hold,3963.13,4,0,Clear,0.0,5,1,Natural Disaster,9.52,0.874,0.355,0.1,0.96,1,81.4
SHP103796,Mumbai,New York,FedEx,Air,2024-06-10,2024-06-15,5,1,At Port,4037.59,1,0,Fog,4.26,4,4,Traffic Jam,3.51,0.923,0.355,0.35,0.8343,1,69.1
SHP103797,Rotterdam,Sydney,DB Schenker,Air,2024-08-20,2024-08-22,2,4,Out for Delivery,4490.46,2,0,Snow,6.48,2,5,Natural Disaster,9.71,0.874,0.128,0.24,1.0,1,63.0
SHP103798,Los Angeles,Singapore,UPS,Sea,2024-01-19,2024-02-23,35,2,At Port,4846.97,4,0,Heavy Rain,4.53,6,7,None,0.49,0.912,0.17,0.21,0.6038,1,43.8
SHP103799,Hamburg,New York,FedEx,Sea,2023-09-02,2023-10-05,33,5,In Transit,3184.98,1,1,Fog,4.45,5,4,Natural Disaster,9.54,0.908,0.318,0.15,0.8951,1,76.8
SHP103800,Hamburg,New York,UPS,Air,2023-05-23,2023-05-28,5,5,Out for Delivery,3095.44,3,0,Storm,7.7,3,8,Equipment Failure,5.82,0.862,0.295,0.25,1.0,1,88.3
SHP103801,Los Angeles,Singapore,XPO Logistics,Air,2024-04-05,2024-04-10,5,6,At Port,4390.87,3,0,Fog,4.1,4,5,None,0.0,0.842,0.191,0.27,0.8248,1,20.5
SHP103802,Mumbai,Sydney,FedEx,Rail,2024-06-06,2024-06-21,15,11,In Transit,1483.33,5,1,Blizzard,8.79,5,9,Traffic Jam,3.96,0.956,0.382,0.3,1.0,1,13.8
SHP103803,Rotterdam,Singapore,FedEx,Sea,2023-04-05,2023-05-08,33,1,Out for Delivery,914.4,5,0,Fog,4.16,3,9,Port Strike,9.11,0.893,0.221,0.42,0.9536,1,38.2
SHP103804,Mumbai,Chicago,Maersk,Sea,2024-06-26,2024-07-17,21,5,Delayed,4984.81,2,0,Blizzard,9.48,3,6,Natural Disaster,10.16,0.855,0.359,0.13,1.0,1,30.6
SHP103805,Los Angeles,Tokyo,XPO Logistics,Road,2023-05-13,2023-05-17,4,5,In Transit,1058.42,1,0,Blizzard,8.9,9,2,Natural Disaster,10.28,0.794,0.154,0.25,1.0,1,70.3
SHP103806,Hamburg,New York,FedEx,Sea,2024-08-16,2024-09-18,33,30,Delayed,564.84,3,0,Rain,2.28,6,7,Port Strike,8.89,0.887,0.084,0.35,0.9813,1,67.0
SHP103807,Hamburg,Tokyo,XPO Logistics,Air,2024-02-24,2024-02-26,2,1,In Transit,3784.32,2,0,Clear,0.0,2,1,Equipment Failure,5.89,0.834,0.182,0.11,0.623,1,8.9
SHP103808,Mumbai,Tokyo,UPS,Air,2024-08-22,2024-08-25,3,3,At Port,2921.69,3,0,Snow,6.23,4,9,Equipment Failure,5.73,0.919,0.305,0.12,0.8805,1,43.5
SHP103809,Mumbai,New York,DHL,Road,2023-04-29,2023-05-05,6,2,Out for Delivery,4073.85,1,0,Heavy Rain,5.49,8,8,Traffic Jam,4.39,0.877,0.03,0.11,0.6739,1,29.4
SHP103810,Dubai,Tokyo,DB Schenker,Air,2024-07-13,2024-07-17,4,3,Out for Delivery,1107.51,3,1,Heavy Rain,4.55,3,9,Natural Disaster,9.62,0.862,0.213,0.35,1.0,1,35.7
SHP103811,Rotterdam,Singapore,UPS,Rail,2023-09-29,2023-10-13,14,16,At Port,823.21,1,0,Storm,7.96,4,6,Traffic Jam,3.94,0.903,0.258,0.22,0.9388,1,27.8
SHP103812,Los Angeles,Chicago,DHL,Road,2024-03-11,2024-03-18,7,3,Out for Delivery,2812.03,4,0,Snow,6.21,7,8,Natural Disaster,10.18,0.896,0.033,0.13,0.782,1,66.6
SHP103813,Dubai,Tokyo,DHL,Sea,2024-10-24,2024-11-28,35,26,At Port,1230.57,1,1,Blizzard,8.8,6,4,Traffic Jam,4.3,0.891,0.268,0.27,1.0,1,49.2
SHP103814,Hamburg,London,Maersk,Sea,2023-10-06,2023-10-30,24,1,Delayed,732.08,2,0,Snow,6.21,3,4,Equipment Failure,5.86,0.847,0.393,0.1,0.899,1,40.4
SHP103815,Hamburg,Chicago,FedEx,Road,2023-05-15,2023-05-22,7,3,Customs Hold,2987.47,2,0,Clear,0.0,7,5,None,0.0,0.901,0.297,0.3,0.7449,1,33.3
SHP103816,Los Angeles,Singapore,UPS,Sea,2024-03-09,2024-04-11,33,6,In Transit,4609.01,3,0,Fog,3.58,3,3,Port Strike,9.39,0.883,0.29,0.25,0.9644,1,71.8
SHP103817,Mumbai,New York,DHL,Rail,2024-04-26,2024-05-08,12,16,In Transit,3286.92,1,0,Fog,3.86,4,2,Port Strike,9.31,0.886,0.081,0.38,1.0,1,15.8
SHP103818,Rotterdam,Singapore,DHL,Rail,2023-07-10,2023-07-20,10,10,Customs Hold,4921.33,3,1,Heavy Rain,4.9,4,1,Traffic Jam,4.34,0.869,0.145,0.11,0.7518,1,48.7
SHP103819,Shanghai,New York,FedEx,Rail,2023-03-01,2023-03-10,9,1,Customs Hold,951.53,2,0,Rain,2.13,3,8,Equipment Failure,5.89,0.898,0.303,0.35,0.835,1,32.7
SHP103820,Dubai,Singapore,Maersk,Air,2024-01-29,2024-02-01,3,2,Out for Delivery,4135.25,4,0,Rain,2.02,2,2,None,0.15,0.847,0.281,0.15,0.6868,1,44.8
SHP103821,Los Angeles,London,DHL,Sea,2024-10-28,2024-11-17,20,14,In Transit,3779.62,2,0,Rain,2.22,5,6,Equipment Failure,6.31,0.871,0.38,0.38,1.0,1,20.8
SHP103822,Los Angeles,Singapore,Maersk,Road,2024-02-03,2024-02-08,5,9,At Port,617.12,5,0,Heavy Rain,5.42,8,3,Natural Disaster,10.06,0.842,0.354,0.16,1.0,1,20.6
SHP103823,Mumbai,London,UPS,Road,2023-06-03,2023-06-07,4,7,At Port,2040.36,5,0,Heavy Rain,5.22,8,1,Port Strike,9.47,0.927,0.053,0.34,1.0,1,42.6
SHP103824,Dubai,Tokyo,DB Schenker,Air,2024-03-01,2024-03-06,5,0,At Port,1273.1,5,1,Heavy Rain,5.16,4,4,None,0.0,0.881,0.107,0.44,0.7388,1,15.5
SHP103825,Rotterdam,Chicago,UPS,Air,2024-07-22,2024-07-26,4,3,Out for Delivery,613.5,1,0,Heavy Rain,4.72,3,7,Port Strike,8.67,0.888,0.3,0.2,0.9639,1,14.6
SHP103826,Mumbai,Sydney,FedEx,Road,2024-01-10,2024-01-20,10,14,At Port,4328.13,3,0,Snow,6.14,6,7,Natural Disaster,9.51,0.963,0.186,0.3,1.0,1,65.3
SHP103827,Shanghai,Tokyo,Maersk,Air,2024-11-15,2024-11-17,2,2,Customs Hold,1751.13,1,0,Blizzard,9.25,3,10,None,0.13,0.879,0.263,0.41,0.9798,1,51.1
