shipment_id,origin,destination,carrier,transport_mode,shipment_date,planned_eta,planned_transit_days,days_in_transit,shipment_status,package_weight_kg,num_stops,customs_clearance_flag,weather_condition,weather_severity_score,traffic_congestion_level,port_congestion_score,disruption_type,disruption_impact_score,carrier_reliability_score,historical_delay_rate,route_risk_score,delay_probability,is_delayed,actual_delay_hours
SHP100265,Shanghai,New York,XPO Logistics,Road,2024-08-01,2024-08-05,4,8,At Port,3723.02,5,0,Fog,3.76,6,5,Equipment Failure,6.15,0.817,0.395,0.35,1.0,1,35.8
SHP100266,Shanghai,Tokyo,FedEx,Rail,2023-02-12,2023-02-21,9,11,In Transit,3487.22,2,1,Rain,2.14,3,4,Natural Disaster,9.91,0.917,0.372,0.17,0.9729,1,77.1
SHP100267,Rotterdam,Chicago,Maersk,Rail,2023-12-05,2023-12-16,11,14,At Port,4791.71,1,0,Fog,4.44,4,9,Natural Disaster,10.14,0.864,0.2,0.2,1.0,1,63.0
SHP100268,Shanghai,Sydney,DB Schenker,Air,2023-10-07,2023-10-09,2,4,Delayed,3491.64,2,0,Storm,8.22,2,4,Equipment Failure,5.96,0.897,0.227,0.38,1.0,1,73.6
SHP100269,Shanghai,London,FedEx,Air,2024-05-06,2024-05-10,4,4,Customs Hold,3704.94,3,0,Storm,8.32,1,7,Equipment Failure,5.98,0.932,0.114,0.44,0.994,1,16.3
SHP100270,Hamburg,Chicago,DB Schenker,Rail,2023-12-24,2024-01-04,11,10,Delayed,3652.72,3,1,Storm,8.38,3,1,Natural Disaster,9.93,0.878,0.074,0.12,0.8914,1,61.0
SHP100271,Mumbai,Sydney,FedEx,Rail,2023-01-15,2023-01-27,12,14,At Port,3148.8,1,1,Storm,7.98,5,2,Traffic Jam,4.13,0.912,0.159,0.3,0.9787,1,81.3
SHP100272,Los Angeles,New York,XPO Logistics,Rail,2024-10-24,2024-11-05,12,4,In Transit,4781.12,2,1,Clear,0.0,3,2,Equipment Failure,5.83,0.804,0.26,0.23,0.7685,1,14.3
SHP100273,Mumbai,Sydney,Maersk,Road,2023-12-03,2023-12-09,6,1,Out for Delivery,2264.22,1,0,Storm,7.71,6,8,Port Strike,9.08,0.837,0.35,0.3,1.0,1,40.9
SHP100274,Mumbai,Sydney,DB Schenker,Road,2024-08-29,2024-09-03,5,5,Delayed,655.54,5,0,Heavy Rain,5.06,7,6,None,0.14,0.846,0.256,0.3,0.9595,1,16.2
SHP100275,Rotterdam,Sydney,DHL,Sea,2023-12-11,2024-01-12,32,32,Customs Hold,4772.06,1,1,Heavy Rain,4.74,5,6,Equipment Failure,5.66,0.846,0.229,0.37,1.0,1,46.9
SHP100276,Los Angeles,Sydney,XPO Logistics,Air,2023-02-06,2023-02-10,4,9,At Port,3952.0,3,0,Clear,0.25,3,6,None,0.2,0.868,0.15,0.25,0.7628,1,10.0
SHP100277,Dubai,Sydney,DB Schenker,Air,2024-11-05,2024-11-08,3,1,Customs Hold,1939.19,2,0,Heavy Rain,5.35,4,7,Traffic Jam,3.89,0.872,0.121,0.4,0.8654,1,82.0
SHP100278,Shanghai,Tokyo,DHL,Sea,2023-11-10,2023-12-03,23,8,Out for Delivery,4624.68,3,0,Snow,5.75,3,5,Equipment Failure,5.94,0.899,0.143,0.17,0.7072,1,23.8
SHP100279,Hamburg,Chicago,XPO Logistics,Air,2024-04-16,2024-04-18,2,5,In Transit,787.51,5,0,Blizzard,9.03,1,2,Port Strike,8.53,0.884,0.104,0.36,1.0,1,29.9
SHP100280,Hamburg,Sydney,DHL,Air,2024-02-18,2024-02-22,4,1,In Transit,2143.78,1,0,Storm,7.97,1,7,None,0.27,0.921,0.368,0.45,0.9618,1,59.3
SHP100281,Mumbai,Sydney,Maersk,Rail,2023-01-19,2023-01-29,10,8,At Port,2052.97,1,1,Snow,5.77,5,9,None,0.0,0.844,0.233,0.3,0.9223,1,9.9
SHP100282,Los Angeles,Tokyo,XPO Logistics,Sea,2024-11-10,2024-12-08,28,24,Delayed,1503.45,2,1,Storm,8.21,4,6,None,0.0,0.854,0.23,0.25,0.8113,1,69.1
SHP100283,Rotterdam,Tokyo,XPO Logistics,Sea,2023-06-27,2023-08-01,35,3,Out for Delivery,3800.04,4,0,Clear,0.0,4,2,Traffic Jam,3.63,0.823,0.305,0.28,0.8549,1,68.0
SHP100284,Dubai,London,XPO Logistics,Sea,2024-10-28,2024-11-20,23,9,Out for Delivery,4635.7,1,0,Clear,0.5,6,3,Equipment Failure,5.76,0.808,0.136,0.22,0.8646,1,36.5
SHP100285,Shanghai,Sydney,XPO Logistics,Sea,2023-11-27,2023-12-23,26,13,Out for Delivery,2773.3,3,0,Snow,6.04,6,2,Natural Disaster,9.9,0.857,0.394,0.29,1.0,1,89.1
SHP100286,Mumbai,Singapore,DHL,Sea,2023-09-25,2023-10-20,25,21,In Transit,2277.7,2,0,Blizzard,9.15,6,1,None,0.0,0.893,0.221,0.21,0.872,1,12.3
SHP100287,Los Angeles,London,Maersk,Sea,2023-06-09,2023-07-13,34,26,In Transit,787.43,4,1,Rain,2.13,6,8,Natural Disaster,9.66,0.868,0.326,0.36,1.0,1,25.6
SHP100288,Rotterdam,London,Maersk,Rail,2023-10-06,2023-10-20,14,3,Delayed,4779.8,4,0,Heavy Rain,5.02,3,6,None,0.41,0.84,0.257,0.4,0.957,1,41.4
SHP100289,Shanghai,Sydney,DB Schenker,Rail,2024-03-17,2024-03-26,9,9,At Port,1965.32,3,0,Rain,2.21,5,7,Traffic Jam,3.8,0.894,0.059,0.33,0.7557,1,58.0
SHP100290,Los Angeles,Singapore,FedEx,Air,2023-08-14,2023-08-16,2,6,Out for Delivery,4490.76,2,0,Fog,3.66,4,1,None,0.0,0.925,0.176,0.22,0.7772,1,29.6
SHP100291,Mumbai,Tokyo,UPS,Sea,2024-07-31,2024-08-28,28,3,Customs Hold,2732.23,1,0,Snow,5.9,5,4,Traffic Jam,3.6,0.929,0.391,0.13,0.7142,1,51.1
SHP100292,Dubai,Singapore,FedEx,Rail,2024-07-09,2024-07-22,13,10,At Port,2816.8,4,0,Snow,5.65,3,10,Equipment Failure,6.15,0.897,0.194,0.15,0.7613,1,49.7
SHP100293,Dubai,Singapore,Maersk,Air,2024-03-26,2024-03-28,2,7,Customs Hold,1450.41,4,0,Snow,5.91,1,9,Equipment Failure,5.71,0.878,0.106,0.15,1.0,1,83.1
SHP100294,Dubai,Sydney,XPO Logistics,Sea,2024-11-09,2024-11-27,18,16,Delayed,559.56,1,1,Blizzard,8.7,3,8,None,0.24,0.858,0.188,0.38,0.9796,1,16.8
SHP100295,Shanghai,Singapore,Maersk,Air,2023-07-24,2023-07-27,3,1,At Port,2188.94,5,0,Heavy Rain,5.24,1,8,Traffic Jam,4.07,0.874,0.352,0.42,0.9565,1,27.7
SHP100296,Dubai,Tokyo,UPS,Road,2023-10-14,2023-10-18,4,7,Out for Delivery,2686.32,3,0,Blizzard,9.0,7,3,Port Strike,8.91,0.919,0.168,0.29,1.0,1,23.1
SHP100297,Rotterdam,Tokyo,UPS,Sea,2023-06-24,2023-07-27,33,34,Customs Hold,987.0,5,0,Fog,3.88,3,7,Port Strike,8.97,0.92,0.213,0.31,1.0,1,53.7
SHP100298,Los Angeles,New York,FedEx,Air,2024-10-15,2024-10-19,4,9,Out for Delivery,3877.13,1,0,Fog,4.21,3,10,Port Strike,9.38,0.921,0.381,0.26,1.0,1,54.4
SHP100299,Hamburg,New York,DHL,Air,2023-01-16,2023-01-18,2,3,Delayed,2602.37,3,0,Snow,5.82,4,1,Port Strike,9.07,0.895,0.27,0.15,1.0,1,28.4
SHP100300,Rotterdam,New York,Maersk,Air,2023-06-08,2023-06-10,2,5,At Port,89.64,3,1,Blizzard,9.09,2,5,Traffic Jam,4.18,0.863,0.233,0.23,1.0,1,84.1
SHP100301,Rotterdam,New York,Maersk,Sea,2024-11-13,2024-12-12,29,24,Delayed,3720.2,3,0,Heavy Rain,5.36,6,7,Equipment Failure,5.97,0.848,0.111,0.38,1.0,1,52.4
SHP100302,Shanghai,New York,UPS,Sea,2023-02-19,2023-03-13,22,10,Out for Delivery,746.47,4,0,Snow,5.57,6,10,Traffic Jam,3.54,0.902,0.351,0.35,1.0,1,76.7
SHP100303,Hamburg,Tokyo,FedEx,Rail,2024-03-23,2024-03-31,8,5,Customs Hold,4313.58,3,0,Fog,4.4,2,6,Traffic Jam,4.43,0.955,0.329,0.39,0.845,1,79.3
SHP100304,Rotterdam,New York,Maersk,Road,2024-08-08,2024-08-16,8,6,At Port,1179.96,5,0,Clear,0.0,7,1,Traffic Jam,3.74,0.856,0.116,0.16,0.7484,1,17.4
SHP100305,Mumbai,London,UPS,Sea,2024-04-10,2024-05-08,28,27,Delayed,1707.6,5,0,Storm,8.37,4,9,Port Strike,8.54,0.899,0.233,0.39,1.0,1,70.8
SHP100306,Hamburg,Sydney,UPS,Rail,2023-12-15,2023-12-25,10,8,Delayed,4901.47,2,1,Snow,5.88,3,8,None,0.0,0.906,0.163,0.1,0.5793,1,27.2
SHP100307,Hamburg,New York,Maersk,Air,2023-02-28,2023-03-04,4,8,Out for Delivery,3971.53,2,0,Heavy Rain,5.2,4,3,None,0.23,0.857,0.108,0.28,0.939,1,76.9
SHP100308,Hamburg,Singapore,UPS,Rail,2023-09-12,2023-09-20,8,12,Out for Delivery,1760.77,3,0,Heavy Rain,5.25,5,9,Equipment Failure,6.36,0.951,0.205,0.36,0.9952,1,13.4
SHP100309,Hamburg,London,XPO Logistics,Rail,2024-09-16,2024-09-28,12,16,Delayed,2657.75,5,1,Fog,4.26,4,2,None,0.23,0.877,0.202,0.1,0.6976,1,4.8
SHP100310,Hamburg,Singapore,Maersk,Sea,2024-10-29,2024-11-26,28,21,Out for Delivery,1612.55,1,1,Fog,3.9,5,1,Natural Disaster,10.15,0.839,0.347,0.18,1.0,1,53.4
SHP100311,Mumbai,London,FedEx,Air,2024-01-13,2024-01-15,2,6,Customs Hold,2084.32,1,0,Clear,0.13,1,1,None,0.0,0.877,0.253,0.36,0.9254,1,43.8
SHP100312,Dubai,Tokyo,Maersk,Air,2024-05-30,2024-06-02,3,2,Delayed,4920.54,5,0,Blizzard,9.1,2,6,Traffic Jam,4.36,0.852,0.167,0.21,0.8998,1,65.7
SHP100313,Rotterdam,Singapore,UPS,Road,2023-11-01,2023-11-08,7,5,Delayed,3691.57,3,0,Heavy Rain,4.69,7,9,Natural Disaster,10.17,0.911,0.349,0.27,1.0,1,83.5
SHP100314,Dubai,Tokyo,XPO Logistics,Rail,2024-08-17,2024-08-29,12,4,Delayed,982.31,1,0,Fog,4.13,2,7,Port Strike,8.64,0.851,0.23,0.16,0.8906,1,25.4
SHP100315,Los Angeles,Sydney,FedEx,Rail,2024-05-06,2024-05-18,12,15,Customs Hold,295.29,4,0,Storm,7.52,2,7,Port Strike,8.93,0.924,0.081,0.38,1.0,1,89.3
SHP100316,Mumbai,Singapore,DB Schenker,Rail,2023-03-29,2023-04-08,10,9,Delayed,741.86,3,0,Storm,8.23,3,9,Traffic Jam,3.75,0.898,0.055,0.12,0.7071,1,32.6
SHP100317,Shanghai,London,FedEx,Road,2023-09-05,2023-09-13,8,8,In Transit,4870.73,1,1,Fog,3.84,7,5,Port Strike,9.19,0.884,0.186,0.42,1.0,1,80.2
SHP100318,Mumbai,Tokyo,XPO Logistics,Air,2024-08-30,2024-09-04,5,8,Out for Delivery,2247.74,3,1,Snow,6.1,2,4,Equipment Failure,5.72,0.874,0.318,0.15,1.0,1,14.3
SHP100319,Los Angeles,Tokyo,FedEx,Sea,2024-02-19,2024-03-10,20,25,At Port,812.51,4,0,Heavy Rain,4.55,5,7,Equipment Failure,5.95,0.901,0.24,0.25,0.961,1,41.9
SHP100320,Hamburg,Singapore,UPS,Rail,2024-11-21,2024-11-29,8,7,Customs Hold,37.97,3,1,Heavy Rain,4.65,3,2,None,0.0,0.905,0.071,0.17,0.515,1,24.5
SHP100321,Los Angeles,Sydney,DB Schenker,Road,2024-08-12,2024-08-20,8,6,In Transit,863.14,3,1,Fog,4.18,8,6,Traffic Jam,4.35,0.862,0.071,0.21,0.8055,1,29.8
SHP100322,Hamburg,Chicago,DHL,Air,2024-08-25,2024-08-29,4,6,At Port,4517.26,5,0,Rain,2.46,2,6,Natural Disaster,10.04,0.908,0.279,0.32,1.0,1,11.5
SHP100323,Hamburg,New York,DB Schenker,Sea,2024-09-11,2024-10-03,22,17,Delayed,1356.76,4,0,Rain,1.71,5,4,Natural Disaster,10.06,0.867,0.339,0.27,1.0,1,60.0
SHP100324,Mumbai,New York,XPO Logistics,Sea,2023-10-11,2023-11-11,31,36,At Port,4051.34,1,0,Fog,3.75,5,3,Natural Disaster,10.14,0.84,0.208,0.41,1.0,1,37.8
SHP100325,Mumbai,New York,FedEx,Air,2023-12-04,2023-12-09,5,7,In Transit,4720.27,2,0,Rain,1.8,1,8,Equipment Failure,5.9,0.929,0.184,0.15,0.6541,1,15.0
SHP100326,Shanghai,London,Maersk,Rail,2023-08-13,2023-08-24,11,0,Customs Hold,3585.05,2,0,Rain,2.17,3,6,Natural Disaster,10.06,0.827,0.333,0.45,1.0,1,7.3
SHP100327,Hamburg,Tokyo,UPS,Air,2024-03-11,2024-03-14,3,4,Out for Delivery,4093.92,5,0,Fog,4.31,2,1,None,0.11,0.907,0.388,0.42,0.924,1,87.1
SHP100328,Mumbai,New York,UPS,Air,2023-10-28,2023-11-02,5,1,In Transit,1686.91,3,1,Fog,3.95,2,4,Natural Disaster,9.87,0.897,0.378,0.14,0.9063,1,71.3
SHP100329,Dubai,Sydney,XPO Logistics,Road,2024-08-04,2024-08-14,10,5,Delayed,4223.94,3,0,Storm,7.97,9,9,Natural Disaster,9.72,0.813,0.271,0.13,1.0,1,47.0
SHP100330,Hamburg,Chicago,FedEx,Sea,2023-08-22,2023-09-22,31,22,Customs Hold,2907.88,5,0,Storm,7.69,5,7,Port Strike,9.07,0.923,0.033,0.34,1.0,1,65.7
SHP100331,Rotterdam,London,Maersk,Air,2023-08-28,2023-09-01,4,2,In Transit,2500.11,2,0,Blizzard,9.3,2,7,Traffic Jam,3.58,0.843,0.044,0.43,0.9279,1,40.4
SHP100332,Dubai,Chicago,DB Schenker,Air,2023-05-21,2023-05-25,4,3,At Port,2632.99,2,1,Rain,1.62,3,1,None,0.33,0.868,0.037,0.12,0.4386,0,0.0
SHP100333,Mumbai,Tokyo,DB Schenker,Road,2024-08-02,2024-08-09,7,2,Delayed,783.19,5,0,Clear,0.0,7,9,Traffic Jam,4.22,0.896,0.291,0.12,0.679,1,47.9
SHP100334,Mumbai,London,DHL,Air,2024-04-11,2024-04-15,4,5,Customs Hold,4951.13,5,0,Blizzard,9.36,2,5,Equipment Failure,5.62,0.871,0.18,0.37,1.0,1,77.9
SHP100335,Dubai,Singapore,Maersk,Road,2024-05-20,2024-05-29,9,11,Customs Hold,1318.32,3,0,Fog,3.54,9,4,Port Strike,8.95,0.852,0.249,0.15,1.0,1,13.8
SHP100336,Shanghai,Singapore,UPS,Sea,2024-04-13,2024-05-09,26,21,Out for Delivery,2453.09,3,0,Rain,2.36,4,8,Natural Disaster,10.04,0.911,0.048,0.43,0.9049,1,10.5
SHP100337,Mumbai,Tokyo,XPO Logistics,Road,2024-08-02,2024-08-09,7,7,Customs Hold,4597.45,4,0,Rain,2.23,6,2,None,0.18,0.838,0.203,0.44,0.9908,1,80.6
SHP100338,Shanghai,Tokyo,Maersk,Road,2023-02-14,2023-02-18,4,0,Delayed,2577.32,2,0,Heavy Rain,5.1,6,7,Natural Disaster,10.35,0.834,0.285,0.29,1.0,1,21.4
SHP100339,Shanghai,Chicago,XPO Logistics,Rail,2024-11-01,2024-11-13,12,5,Customs Hold,1120.15,2,0,Fog,4.44,4,6,None,0.0,0.843,0.24,0.23,0.7472,1,41.2
SHP100340,Hamburg,Singapore,FedEx,Sea,2023-05-01,2023-05-22,21,5,Delayed,3100.75,1,0,Fog,4.04,6,4,Natural Disaster,9.87,0.932,0.074,0.41,0.9364,1,8.7
SHP100341,Los Angeles,Chicago,UPS,Air,2023-09-29,2023-10-01,2,7,At Port,1392.39,1,0,Heavy Rain,4.85,3,10,None,0.4,0.896,0.072,0.35,1.0,1,54.8
SHP100342,Rotterdam,London,XPO Logistics,Rail,2023-08-12,2023-08-19,7,3,Out for Delivery,4721.66,5,0,Fog,3.86,2,9,Traffic Jam,4.25,0.82,0.077,0.37,0.8997,1,45.7
SHP100343,Hamburg,Sydney,UPS,Rail,2023-06-16,2023-06-30,14,17,Customs Hold,4850.2,2,0,Rain,1.98,4,2,Traffic Jam,3.52,0.904,0.394,0.22,0.8608,1,5.5
SHP100344,Dubai,New York,DB Schenker,Air,2023-10-30,2023-11-02,3,8,In Transit,2704.97,5,0,Clear,0.21,1,6,Natural Disaster,10.2,0.855,0.109,0.4,1.0,1,51.3
SHP100345,Los Angeles,Chicago,DHL,Sea,2023-03-12,2023-04-03,22,16,Customs Hold,1611.03,3,0,Blizzard,9.45,4,7,None,0.0,0.896,0.101,0.22,0.7902,1,62.2
SHP100346,Shanghai,Chicago,Maersk,Rail,2024-06-18,2024-06-25,7,9,Out for Delivery,4408.25,2,0,Snow,5.82,3,3,Natural Disaster,9.51,0.843,0.21,0.17,1.0,1,64.0
SHP100347,Dubai,Chicago,UPS,Rail,2023-12-18,2023-12-29,11,14,At Port,494.09,5,0,Fog,4.2,2,1,Equipment Failure,5.82,0.878,0.021,0.33,0.8261,1,69.7
SHP100348,Rotterdam,Tokyo,UPS,Road,2023-04-18,2023-04-26,8,11,Customs Hold,103.68,3,1,Heavy Rain,4.93,8,1,Traffic Jam,4.34,0.936,0.066,0.14,0.7035,1,46.2
SHP100349,Rotterdam,Chicago,FedEx,Road,2024-04-20,2024-04-29,9,4,In Transit,2313.17,5,0,Fog,3.53,9,7,Traffic Jam,3.93,0.919,0.304,0.2,0.8886,1,16.9
SHP100350,Dubai,London,DB Schenker,Sea,2023-07-16,2023-08-04,19,19,In Transit,533.16,4,0,Clear,0.0,4,2,Port Strike,9.12,0.843,0.163,0.34,1.0,1,44.4
SHP100351,Shanghai,Singapore,XPO Logistics,Air,2023-05-23,2023-05-28,5,9,In Transit,3948.75,2,0,Fog,4.18,1,3,None,0.0,0.816,0.175,0.14,0.6626,1,23.2
SHP100352,Shanghai,Singapore,FedEx,Sea,2024-07-25,2024-08-13,19,17,In Transit,2032.36,1,0,Blizzard,8.6,6,4,Port Strike,9.44,0.918,0.266,0.44,1.0,1,69.3
SHP100353,Los Angeles,Chicago,DHL,Air,2024-07-29,2024-08-02,4,1,Customs Hold,3212.21,1,0,Storm,8.16,3,1,Equipment Failure,6.18,0.905,0.275,0.22,0.8569,1,74.4
SHP100354,Mumbai,London,XPO Logistics,Sea,2023-08-20,2023-09-13,24,4,Delayed,476.86,2,0,Heavy Rain,5.26,5,3,Traffic Jam,4.06,0.813,0.088,0.14,0.711,1,30.5
SHP100355,Hamburg,Singapore,DB Schenker,Rail,2023-07-01,2023-07-08,7,12,Customs Hold,2898.74,3,1,Clear,0.44,2,1,None,0.0,0.883,0.072,0.22,0.6038,1,10.1
SHP100356,Hamburg,London,FedEx,Road,2023-03-16,2023-03-19,3,6,Customs Hold,1611.15,2,0,Rain,1.73,7,4,None,0.0,0.895,0.035,0.1,0.6196,1,31.8
SHP100357,Rotterdam,Sydney,UPS,Sea,2024-01-21,2024-02-16,26,31,In Transit,3016.75,5,1,Heavy Rain,4.96,6,10,Port Strike,8.87,0.91,0.344,0.16,1.0,1,43.1
SHP100358,Shanghai,New York,DB Schenker,Air,2024-08-16,2024-08-21,5,3,Out for Delivery,965.36,3,1,Snow,5.75,1,2,Equipment Failure,5.69,0.863,0.232,0.35,1.0,1,63.7
SHP100359,Mumbai,London,DB Schenker,Air,2023-08-16,2023-08-18,2,1,Delayed,2527.25,2,1,Rain,2.11,4,6,Port Strike,9.05,0.887,0.272,0.44,1.0,1,6.8
SHP100360,Rotterdam,Tokyo,Maersk,Sea,2024-08-23,2024-09-17,25,21,Customs Hold,2240.59,5,0,Rain,1.75,4,4,Port Strike,9.35,0.875,0.105,0.34,1.0,1,90.4
SHP100361,Hamburg,Sydney,Maersk,Rail,2023-07-15,2023-07-29,14,1,Delayed,4973.36,2,0,Clear,0.26,4,2,Traffic Jam,4.46,0.821,0.372,0.11,0.725,1,62.4
SHP100362,Mumbai,Tokyo,DHL,Road,2024-10-04,2024-10-08,4,7,Delayed,3252.55,4,0,Fog,4.35,9,9,Traffic Jam,3.92,0.895,0.178,0.11,0.8348,1,62.8
SHP100363,Los Angeles,London,UPS,Air,2024-11-04,2024-11-07,3,8,At Port,3385.01,2,0,Heavy Rain,4.68,1,6,Port Strike,9.4,0.906,0.215,0.18,1.0,1,60.2
SHP100364,Los Angeles,Sydney,UPS,Road,2024-06-06,2024-06-12,6,5,Customs Hold,1178.02,5,0,Heavy Rain,5.14,9,6,Equipment Failure,6.13,0.945,0.14,0.2,0.879,1,7.5
SHP100365,Dubai,New York,DHL,Air,2023-06-08,2023-06-11,3,0,Delayed,3589.33,2,0,Heavy Rain,5.29,2,10,Traffic Jam,4.34,0.88,0.399,0.25,0.95,1,53.8
SHP100366,Rotterdam,Tokyo,XPO Logistics,Air,2024-01-17,2024-01-22,5,4,In Transit,203.51,4,0,Blizzard,9.23,1,2,Natural Disaster,9.69,0.865,0.288,0.17,1.0,1,13.6
SHP100367,Mumbai,Chicago,DB Schenker,Air,2023-07-13,2023-07-17,4,1,Delayed,3535.14,2,0,Heavy Rain,4.79,3,4,None,0.0,0.905,0.219,0.27,0.6183,1,23.9
SHP100368,Rotterdam,Tokyo,FedEx,Air,2024-10-31,2024-11-02,2,6,Customs Hold,4960.16,3,0,Heavy Rain,5.05,3,2,Natural Disaster,9.85,0.899,0.145,0.11,1.0,1,75.0
SHP100369,Rotterdam,Chicago,DB Schenker,Sea,2023-01-08,2023-02-06,29,31,Out for Delivery,2328.65,1,0,Snow,5.9,3,8,None,0.0,0.868,0.052,0.2,0.5789,1,43.3
SHP100370,Mumbai,New York,XPO Logistics,Sea,2023-12-09,2023-12-28,19,1,At Port,4554.07,1,0,Fog,4.37,5,2,Port Strike,9.09,0.827,0.163,0.14,0.8789,1,46.0
SHP100371,Rotterdam,Sydney,XPO Logistics,Air,2023-05-11,2023-05-14,3,3,In Transit,660.8,1,0,Fog,3.65,4,10,Port Strike,9.47,0.814,0.354,0.11,0.9659,1,77.2
SHP100372,Dubai,Singapore,DB Schenker,Sea,2023-04-17,2023-05-17,30,10,Out for Delivery,1821.35,4,0,Rain,1.56,4,4,Equipment Failure,6.44,0.845,0.307,0.15,0.756,1,27.3
SHP100373,Rotterdam,London,FedEx,Rail,2024-01-10,2024-01-18,8,9,In Transit,1837.09,5,0,Fog,4.41,4,4,Traffic Jam,4.14,0.935,0.176,0.19,0.6994,1,67.0
SHP100374,Mumbai,New York,Maersk,Sea,2023-06-11,2023-07-16,35,7,Delayed,1881.89,5,0,Storm,7.61,4,10,Port Strike,9.24,0.846,0.161,0.22,1.0,1,30.3
SHP100375,Shanghai,Tokyo,DB Schenker,Road,2023-01-05,2023-01-11,6,6,In Transit,4871.53,3,1,Heavy Rain,5.11,8,10,Port Strike,9.34,0.861,0.173,0.31,1.0,1,58.5
SHP100376,Mumbai,London,DHL,Road,2023-07-19,2023-07-22,3,3,Customs Hold,4729.55,4,0,Rain,2.28,8,9,Equipment Failure,5.53,0.925,0.216,0.13,0.816,1,58.4
SHP100377,Shanghai,New York,DB Schenker,Rail,2023-05-18,2023-05-29,11,5,At Port,609.75,4,0,Snow,5.98,2,4,Natural Disaster,10.25,0.844,0.193,0.35,1.0,1,54.4
SHP100378,Los Angeles,Sydney,Maersk,Air,2024-07-02,2024-07-05,3,4,In Transit,3364.82,5,1,Blizzard,8.68,3,3,Traffic Jam,4.01,0.855,0.28,0.2,0.9936,1,79.1
SHP100379,Shanghai,Tokyo,FedEx,Air,2023-05-14,2023-05-19,5,8,Out for Delivery,3823.18,1,0,Blizzard,8.92,1,1,None,0.31,0.918,0.13,0.41,0.93,1,53.2
SHP100380,Shanghai,Sydney,FedEx,Sea,2023-04-23,2023-05-15,22,26,Customs Hold,2564.32,2,1,Clear,0.02,3,10,None,0.0,0.935,0.102,0.44,0.7606,1,70.9
SHP100381,Rotterdam,London,Maersk,Rail,2023-05-26,2023-06-04,9,11,Out for Delivery,2226.69,4,0,Heavy Rain,4.55,3,7,Port Strike,9.32,0.854,0.15,0.44,1.0,1,24.7
SHP100382,Hamburg,New York,XPO Logistics,Sea,2024-08-13,2024-09-08,26,31,Customs Hold,2700.2,3,0,Storm,8.0,4,4,Natural Disaster,10.37,0.835,0.378,0.26,1.0,1,57.4
SHP100383,Shanghai,Singapore,DB Schenker,Road,2023-06-23,2023-07-02,9,10,Customs Hold,2603.99,3,0,Rain,1.68,9,6,Traffic Jam,3.5,0.852,0.337,0.38,1.0,1,92.6
SHP100384,Dubai,London,DB Schenker,Sea,2024-08-16,2024-09-20,35,34,In Transit,2738.35,4,0,Blizzard,8.66,5,3,Port Strike,9.23,0.865,0.189,0.24,1.0,1,40.8
SHP100385,Shanghai,Chicago,Maersk,Rail,2023-01-25,2023-02-05,11,3,Out for Delivery,2804.67,2,1,Rain,1.52,4,2,None,0.0,0.828,0.25,0.43,0.8539,1,32.6
SHP100386,Los Angeles,London,XPO Logistics,Air,2024-10-01,2024-10-04,3,3,In Transit,4654.94,2,0,Fog,4.24,1,5,Port Strike,9.04,0.811,0.255,0.14,0.9628,1,25.4
SHP100387,Los Angeles,Chicago,XPO Logistics,Sea,2023-10-18,2023-11-18,31,34,At Port,2814.11,3,1,Rain,1.93,3,8,Equipment Failure,5.89,0.836,0.073,0.11,0.7572,1,8.6
SHP100388,Dubai,Singapore,Maersk,Rail,2024-11-13,2024-11-20,7,6,At Port,7.3,5,0,Fog,3.58,2,8,Traffic Jam,3.86,0.825,0.319,0.15,0.8299,1,64.5
SHP100389,Hamburg,New York,UPS,Road,2023-09-20,2023-09-27,7,8,Delayed,1669.98,3,0,Rain,2.33,9,1,None,0.0,0.925,0.206,0.19,0.7515,1,6.6
SHP100390,Los Angeles,New York,FedEx,Air,2024-01-02,2024-01-07,5,5,Customs Hold,1784.49,2,0,Storm,8.4,1,2,Traffic Jam,3.6,0.933,0.282,0.26,0.8756,1,67.9
SHP100391,Mumbai,Tokyo,XPO Logistics,Air,2024-05-10,2024-05-13,3,2,In Transit,4644.49,1,0,Snow,6.06,2,2,Port Strike,9.01,0.863,0.077,0.14,0.9297,1,63.1
SHP100392,Los Angeles,Tokyo,FedEx,Sea,2023-08-07,2023-09-11,35,39,In Transit,635.8,3,0,Storm,7.75,3,9,Traffic Jam,4.0,0.894,0.336,0.25,1.0,1,74.3
SHP100393,Dubai,Sydney,DB Schenker,Road,2024-08-30,2024-09-05,6,4,Customs Hold,4883.36,3,1,Snow,6.31,6,3,Natural Disaster,9.94,0.863,0.32,0.4,1.0,1,85.9
SHP100394,Los Angeles,Sydney,XPO Logistics,Rail,2023-04-28,2023-05-06,8,2,In Transit,1043.8,3,0,Snow,5.97,3,7,Equipment Failure,6.37,0.827,0.393,0.37,1.0,1,92.8
SHP100395,Rotterdam,Chicago,Maersk,Air,2024-10-08,2024-10-13,5,2,Delayed,1424.2,3,0,Clear,0.0,4,8,Natural Disaster,9.85,0.872,0.215,0.2,0.8484,1,70.9
SHP100396,Los Angeles,Tokyo,DHL,Sea,2024-03-21,2024-04-09,19,7,At Port,434.41,3,1,Clear,0.26,3,6,Equipment Failure,6.07,0.88,0.055,0.25,0.6133,1,46.4
